subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence	Good data	Notes
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybridization	The two parental species are both widespread in North America and do sometimes coexist, but there is no evidence of ongoing or even recent hybridization between  P. eos  and  P. neogaeus   [10] ,  [14] ,  [17] ,  [18] ,  [19] .	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybridization	Angers & Schlosser  [14]  estimated that hybridization between  P. eos  and  P. neogaeus  occurred during the last glaciation, roughly 50 000 years ago, when all North American freshwater fish species were confined to a few glacial refugia.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybrids	Many museum collections of  P. eos  and  P. neogaeus  are actually misidentified hybrids (J.A.M.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybrids	As such, we have little information about the existence of hybrids in lakes over most of the range of  P. eos  and  P. neogaeus .	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybrids	There are 147 lakes in the ROM database that contained at least one of  P. eos ,  P. neogaeus , or hybrids ( figure 1 ).	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	Phoxinus eos,P. neogaeus	interaction:022:hybridising	hybrids	10.1371/journal.pone.0013185.g001 Figure 1 The distribution of  Phoxinus eos ,  P. neogaeus , and hybrids among lakes sampled for an inventory of fish species in Algonquin Park Ontario.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybrids	Each symbol represents one lake that contained at least one of  P. eos ,  P. neogaeus , and hybrids.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:006:affecting	affected	The ratio of lakes with  P. eos  (129 lakes) to those with  P. neogaeus  (23 lakes) was 5.6âˆ¶1, and this ratio ought not to have been affected by false absences in the dataset unless the rate of false absences was not equal among  Phoxinus  species (which is unlikely).	N	interaction trigger problem
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybrid	This brings the total number of hybrid-containing lakes also expected to contain  P. eos  and  P. neogaeus  to 45 and 10, respectively.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising,interaction:022:hybridising	hybrids,hybrids	Since  P. eos  was absent from 4 of the 45 lakes with hybrids where it was expected to occur (8.9% rate of false absences), and  P. neogaeus  was absent from 1 of the 10 lakes with hybrids where it was expected to occur (10% rate of false absences), the rate of false absences in the dataset was estimated to be, on average, 9.4%.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-30489,Fis-24264	P. neogaeus,P. eos	interaction:022:hybridising	hybrids	Of these 70 lakes, 24 contained hybrids, 9 contained  P. neogaeus , and all contained  P. eos .	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-30489,Fis-24264,Fis-24264	P. neogaeus,P. eos,P. eos	interaction:022:hybridising	hybrid	So, while we were able to evaluate the physiochemical characteristics associated with hybrid and  P. neogaeus  presence or absence, we were unable to evaluate the characteristics associated with  P. eos  presence or absence due to a lack of  P. eos  absences.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489,Fis-30489,Fis-24264	P. eos,P. neogaeus,P. neogaeus,P. eos	interaction:022:hybridising	hybrid	Results Hybrid  Phoxinus  were found in 9 of the 27 lakes with both  P. eos  and  P. neogaeus , none of the 5 lakes with only  P. neogaeus , and 32 of the 111 lakes with only  P. eos .	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising	hybrid	The estimated rate of false absences in the dataset (9.4%) predicts 14 false  P. eos  absences, 3 false  P. neogaeus  absences, and 4 false hybrid absences.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489,Fis-30489	P. eos,P. neogaeus,P. neogaeus	interaction:020:limiting,interaction:022:hybridising,interaction:022:hybridising	limited,hybrids,hybrids	Assuming that these correlations are reflective of the known ecological differences (that are reflective of morphological differences) between  P. eos  and  P. neogaeus   [27] , and that the distribution of  P. neogaeus  is limited by physiochemical factors, the lack of correlation between the presence of hybrids and physiochemical lake characteristics suggests that the hybrids in Algonquin Park are ecological generalists relative to the parental species.	Y	interaction trigger problem
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-30489,Fis-24264	P. neogaeus,P. eos	interaction:020:limiting	limited	The fact that  P. neogaeus  is found in far fewer lakes than  P. eos  supports the hypothesis that their distribution is limited primarily by dispersal and colonization ability rather than by environmental factors.	N	interaction trigger problem
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-24264,Fis-30489	P. eos,P. neogaeus	interaction:022:hybridising,interaction:022:hybridising	hybrid,hybrid	It is intriguing that no hybrid  Phoxinus  were found in lakes without  P. eos , which may suggest that hybrid lineages in Algonquin Park are unable to solicit sperm from  P. neogaeus  males.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-30489,Fis-24264	P. neogaeus,P. eos	interaction:022:hybridising	hybrids	There were, however, only 4 lakes with  P. neogaeus  that did not contain  P. eos , which provides insufficient statistical power to draw inferences from the lack of hybrids in such cases.	Y	
Ecology	PLoS_One-5-10-2949390	10.1371/journal.pone.0013185	Fis-30489,Fis-24264	P. neogaeus,P. eos	interaction:022:hybridising	hybrids	Also, hybrids were found in 9 lakes with both  P. neogaeus  and  P. eos , and it remains unclear which parental species acts as the sperm-donor in those lakes.	Y	
Ecology	PLoS_One-5-5-2866656	10.1371/journal.pone.0010552	Kew-32032|Rep-7181,Fis-23071,Fis-23071	C. megalodon,sharks,sharks	interaction:001:predatorprey,interaction:007:competition	predators,competition	Neonates of  C. megalodon  reach until 4 m; juveniles until 10.5 m, and adults more than 10.5 m. There is some expectation to find adult individuals inside a paleo-nursery area, along with the juvenile sharks for two reasons: (1) sharks constantly produce and shed teeth  [40] , if gravid females lay their eggs or give birth in nursery areas, one would expect to find some larger teeth; and (2) while nursery areas do offer some protection from larger predators, they do not necessarily keep all large individuals out  [3] , in fact, nursery areas are productive environments where competition for food can be very high  [4] .	N	missing participant
Ecology	PLoS_One-5-5-2866656	10.1371/journal.pone.0010552	Fis-23071,Fis-23071,Kew-32032|Rep-7181	white shark,C. carcharias,C. megalodon	interaction:014:eating	feeding	Based on what is known about aggregations of the analogous species, the white shark ( C. carcharias ), we have also considered the hypothesis that the late Miocene Gatun Formation was used as an aggregation site by  C. megalodon  for feeding and/or reproduction rather than as a nursery area.	N	missing interaction
Ecology	PLoS_One-5-5-2866656	10.1371/journal.pone.0010552	Kew-32032|Rep-7181,Fis-23071,Fis-23071	C. megalodon,shark,sharks	interaction:001:predatorprey	prey	Given that  C. megalodon  was the largest shark that has ever lived, it could be argued that this species may not have represented a potential prey for other sharks and therefore nursery areas would not be needed.	Y	
Ecology	PLoS_One-5-5-2866656	10.1371/journal.pone.0010552	Fis-23071,Kew-32032|Rep-7181,Fis-23274,Fis-132379,Fis-48194,Fis-29509	shark,C. megalodon,great hammerhead shark,Sphyrna mokarran,snaggletooth shark,serra	interaction:001:predatorprey	predators	Furthermore, many other shark species in the Gatun Formation apparently were sympatric with juvenile  C. megalodon , including potential predators that can reach more than 6 m of total length (e.g. the great hammerhead shark ( Sphyrna mokarran ) and the extinct snaggletooth shark ( Hemipristis serra ))  [7] .	Y	
Ecology	PLoS_One-5-5-2866656	10.1371/journal.pone.0010552	Fis-23071,Kew-32032|Rep-7181,Fis-23071	shark,C. megalodon,white shark	interaction:001:predatorprey	predator	Additionally, it has been demonstrated that the modern apex shark predator of the oceans (and the analogous species of  C. megalodon  in this study), the white shark, uses the Southern California Bight as a nursery ground  [49] .	N	missing participant
Ecology	PLoS_One-5-5-2866656	10.1371/journal.pone.0010552	Kew-32032|Rep-7181,Fis-23071	C. megalodon,C. carcharias	interaction:024:relationship	relationship	We then inferred the life stage of every  C. megalodon , by extrapolating it from the relationship between body size and life stage in  C. carcharias  following Gottfried et al. (1996)  [14] .	N	interaction trigger problem
Ecology	PLoS_One-5-5-2866656	10.1371/journal.pone.0010552	Kew-32032|Rep-7181,Fis-23071	C. megalodon,C. carcharias	interaction:014:eating	feeding	We based our  C. megalodon  estimates on extrapolations from the extant  C. carcharias  given their similarities in body shape, feeding habits, and tooth and vertebral morphology.	N	interaction trigger problem
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066	L. neglectus,L. turcicus	interaction:012:invasion	invasive	Asia Minor has been suggested as the most likely region of origin of  L. neglectus   [30]  as it co-occurs here with its non-invasive sister-species  L. turcicus  [ [32] ;  Fig. 1B,C ].	N	interaction trigger problem
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066	L. neglectus,L. turcicus	interaction:005:parasitism,interaction:012:invasion	parasite,invasive	To this end, we analyzed the morphology, behavior, population genetics, chemical cues and parasite loads of multiple populations of  L. neglectus  and  L. turcicus  to determine the social structure and invasive potential of both species.	N	missing participant, interaction trigger problem
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066	L. neglectus,L. turcicus	interaction:012:invasion	invasive	Results and Discussion Origin and Range of  Lasius neglectus We sampled 18 populations assumed to be introduced and invasive across the entire currently known distribution of  L. neglectus , plus 25 populations of  L. turcicus  in Turkey [supporting information,  Fig. S1 ,  Table S1 ], and found that sympatry is restricted to low altitude habitats (<400 m;  Fig. 1C ).	N	interaction trigger problem
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066,ITS-577066	L. neglectus,L. turcicus,L. turcicus	interaction:011:exclusion	exclusive	These differences are thus consistent with exclusive dispersal by colony budding and the loss of airborne dispersal in  L. neglectus   [34] , and with lowland  L. turcicus  being a relatively poor flight disperser relative to highland  L. turcicus .	N	interaction trigger problem
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-577066,ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066	L. turcicus,L. neglectus,L. turcicus	interaction:021:mating	mate	Neither queens nor males of highland  L. turcicus  made any attempts to mate in 106 nest-box trials, but matings were frequently observed in both  L. neglectus  (10/27 trials) and lowland  L. turcicus  (11/33 trials;  Fig. 3B ).	N	
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-577066,ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066,ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066	L. turcicus,L. neglectus,L. turcicus,L. neglectus,L. turcicus	interaction:021:mating	mated	Additional trials in which queens and males of different forms were mixed, showed that highland  L. turcicus  queens mated with males of both  L. neglectus  ( n â€Š=â€Š8) and lowland  L. turcicus  ( n â€Š=â€Š29) in an overall proportion (38%) similar to that observed for matings within  L. neglectus  and lowland  L. turcicus  (Ï‡ 2 â€Š=â€Š0.5, d.f.	Y	
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-577066,ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066,ITS-577066,ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640	L. turcicus,L. neglectus,L. turcicus,L. turcicus,L. neglectus	interaction:012:invasion	invasive	Lowland  L. turcicus  shows an intermediate social structure between the supercolonial invasive  L. neglectus  and the highly structured native highland  L. turcicus  populations: in the lowland  L. turcicus  populations, several â€˜small-scale supercoloniesâ€™ coexist in most populations, but without coming close to the sizes of the extensive  L. neglectus  supercolonies ( Fig. 3E ).	N	interaction trigger problem
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066	L. neglectus,L. turcicus	interaction:005:parasitism,interaction:005:parasitism	parasite,parasite	Overall, there was a highly significant difference in parasite prevalence at the population level between  L. neglectus  and the two forms of  L. turcicus  ( Fig. 5 ; logistic regression with parasite and ant group as factors, Ï‡ 2 â€Š=â€Š15.9, d.f.	N	missing participant
Ecology	PLoS_ONE-3-12-2585788	10.1371/journal.pone.0003838	ITS-104961|Scr-13934-14-.00-.06-.00-.019-.000-.017-.-|Fis-117226|Kew-108677|Odo-851|Wtx-7770|ITS-735087|ITS-515962|Kew-252305|Chi-s125|Scr-13575-14-.00-.06-.00-.019-.000-.017-.-|Fis-159640,ITS-577066	L. neglectus,L. turcicus	interaction:005:parasitism	parasites	When analyzing the parasites separately, prevalence was significantly lower in  L. neglectus  compared to both forms of  L. turcicus  ( Fig. 5 ; linear contrast,  Wolbachia : Ï‡ 2 â€Š=â€Š9.60, d.f.	N	missing participant
